cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001042	2063	35104	41537	16370	20.1342704798837	DS60
WASP0001043	367	8331	7777	1858	21.1907356948229	DS60
WASP0001044	641	11034	13494	5367	21.0514820592824	DS60
WASP0001045	3475	60075	70863	27106	20.3922302158273	DS60
WASP0001047	234	3796	4469	1430	19.0982905982906	DS60
WASP0001048	3317	47000	68700	31143	20.7114862827857	DS60
WASP0001049	2422	47342	46920	16309	19.3724194880264	DS60
WASP0001050	432	7307	8665	3346	20.0578703703704	DS60
WASP0001054	4148	61987	86560	36986	20.8678881388621	DS60
WASP0001055	817	12396	17344	7723	21.2288861689107	DS60
WASP0001056	606	9620	12462	5169	20.5643564356436	DS60
WASP0001058	382	6207	8117	3526	21.2486910994764	DS60
WASP0001059	454	9637	9748	2929	21.4713656387665	DS60
WASP0001060	374	6712	7543	3047	20.168449197861	DS60
WASP0001061	535	9262	11432	4271	21.3682242990654	DS60
WASP0001062	1902	30676	38157	15612	20.0615141955836	DS60
WASP0001063	800	13227	16852	6765	21.065	DS60
WASP0001064	2232	36965	44010	17646	19.7177419354839	DS60
WASP0001065	1032	17951	22346	9250	21.6531007751938	DS60
WASP0001066	1409	23649	27985	10150	19.86160397445	DS60
WASP0001067	675	11277	14025	5621	20.7777777777778	DS60
WASP0001068	560	9619	11193	4211	19.9875	DS60
WASP0001069	4340	67111	86365	35960	19.8997695852535	DS60
WASP0001070	1471	26988	31838	11781	21.6437797416723	DS60
WASP0001071	1049	18713	20995	7695	20.0142993326978	DS60
WASP0001072	1159	19226	24236	10315	20.9111302847282	DS60
WASP0001073	361	7635	7902	2613	21.8891966759003	DS60
WASP0001074	660	12158	13167	4664	19.95	DS60
WASP0001076	572	11384	11576	4155	20.2377622377622	DS60
WASP0001077	563	9496	10979	4282	19.5008880994671	DS60
WASP0001078	1291	23295	27150	10133	21.0302091402014	DS60
WASP0001079	905	15229	19836	8334	21.9182320441989	DS60
WASP0001080	600	9474	12118	5090	20.1966666666667	DS60
WASP0001081	927	14676	19306	8410	20.8263214670982	DS60
WASP0001082	873	14478	16347	5421	18.7250859106529	DS60
WASP0001084	324	6524	6159	1795	19.0092592592593	DS60
WASP0001085	842	13903	17209	6720	20.438242280285	DS60
WASP0001086	653	9024	11774	4926	18.0306278713629	DS60
WASP0001087	367	5342	7543	3268	20.5531335149864	DS60
WASP0001088	633	11629	12727	4794	20.1058451816746	DS60
WASP0001090	1502	23747	31428	12206	20.9241011984021	DS60
WASP0001091	1707	28299	37193	15709	21.788517867604	DS60
WASP0001092	1547	25128	29811	10948	19.2702003878474	DS60
WASP0001093	363	6092	6266	2122	17.2617079889807	DS60
WASP0001094	1075	18427	21920	8484	20.3906976744186	DS60
WASP0001095	698	11843	15488	6552	22.189111747851	DS60
WASP0001096	385	6705	7601	2686	19.7428571428571	DS60
WASP0001097	1884	27542	35602	15181	18.8970276008493	DS60
WASP0001098	3035	53472	62186	25277	20.4896210873147	DS60
WASP0001099	250	4188	5064	2109	20.256	DS60
WASP0001100	412	6172	7123	2623	17.2888349514563	DS60
WASP0001101	215	3150	3803	1589	17.6883720930233	DS60
WASP0001102	296	5586	5704	1892	19.2702702702703	DS60
WASP0001103	227	3463	3865	1397	17.0264317180617	DS60
WASP0001105	1621	26642	34786	14940	21.4595928439235	DS60
WASP0001106	1203	20571	25214	10136	20.9592684954281	DS60
WASP0001107	1777	34928	38161	13989	21.4749577940349	DS60
WASP0001108	3261	50633	63310	26069	19.4142900950629	DS60
WASP0001109	731	15482	16344	5405	22.3584131326949	DS60
WASP0001112	2575	38831	54398	23466	21.1254368932039	DS60
WASP0001113	696	12131	13922	5675	20.0028735632184	DS60
WASP0001114	1144	20433	23655	9000	20.6774475524476	DS60
WASP0001116	968	18711	20469	8307	21.1456611570248	DS60
WASP0001117	885	13144	17524	7660	19.8011299435028	DS60
WASP0001118	1188	21614	24420	8627	20.5555555555556	DS60
WASP0001119	652	14230	13976	3740	21.4355828220859	DS60
WASP0001120	2102	35712	44487	17777	21.1641294005709	DS60
WASP0001121	275	4582	4494	1491	16.3418181818182	DS60
WASP0001122	4194	65543	82373	34429	19.6406771578445	DS60
WASP0001123	482	9177	9628	3242	19.9751037344398	DS60
WASP0001124	434	6122	8205	3300	18.9055299539171	DS60
WASP0001125	742	11544	15158	6507	20.4285714285714	DS60
WASP0001126	1953	39970	43211	16408	22.1254480286738	DS60
WASP0001127	482	7573	9536	4326	19.7842323651452	DS60
WASP0001128	53	637	377	151	7.11320754716981	DS60
WASP0001130	1355	33942	33713	10794	24.880442804428	DS60
WASP0001131	334	5320	6058	2542	18.1377245508982	DS60
WASP0001133	2494	61109	54329	16901	21.7838813151564	DS60
WASP0001134	424	7623	8840	3325	20.8490566037736	DS60
WASP0001136	919	15124	18679	8096	20.3253536452666	DS60
WASP0001138	778	13492	14436	5073	18.5552699228792	DS60
WASP0001139	384	6319	8189	3081	21.3255208333333	DS60
WASP0001141	2714	52283	56621	21535	20.8625644804716	DS60
WASP0001142	2537	42202	50074	21147	19.7374852187623	DS60
WASP0001143	1304	22570	28539	11628	21.885736196319	DS60
WASP0001144	1527	25721	31215	12719	20.4420432220039	DS60
WASP0001145	664	11268	13941	5991	20.9954819277108	DS60
WASP0001146	477	9052	9589	3605	20.1027253668763	DS60
WASP0001147	322	6366	5990	2039	18.6024844720497	DS60
WASP0001148	1114	22380	23027	7789	20.6705565529623	DS60
WASP0001149	2671	40258	53242	22649	19.9333582927742	DS60
WASP0001151	533	10356	10487	3739	19.6754221388368	DS60
WASP0001152	197	6308	4521	992	22.9492385786802	DS60
WASP0001153	2497	36819	48486	19913	19.4177012414898	DS60
WASP0001155	1763	29014	38385	17117	21.7725467952354	DS60
WASP0001157	2122	32784	45131	19699	21.2681432610745	DS60
WASP0001158	554	7598	9849	4319	17.7779783393502	DS60
WASP0001159	754	12065	18261	8516	24.2188328912467	DS60
WASP0001161	536	8342	11451	5204	21.3638059701493	DS60
WASP0001165	470	8282	9603	4131	20.431914893617	DS60
WASP0001166	452	8279	9114	3588	20.1637168141593	DS60
WASP0001169	410	6709	7975	3297	19.4512195121951	DS60
WASP0001170	867	14179	18890	8276	21.7877739331027	DS60
WASP0001171	1420	27233	32198	13424	22.6746478873239	DS60
WASP0001172	759	13055	13995	5022	18.4387351778656	DS60
WASP0001174	730	11313	15437	6811	21.1465753424658	DS60
WASP0001178	327	5525	6598	2732	20.177370030581	DS60
WASP0001179	744	11143	15265	6863	20.5174731182796	DS60
WASP0001181	1061	14102	20825	9639	19.6277097078228	DS60
WASP0001182	392	7398	7994	2814	20.3928571428571	DS60
WASP0001183	796	14891	17519	6948	22.0087939698493	DS60
WASP0001184	373	5714	7676	3277	20.5790884718499	DS60
WASP0001185	621	9527	11390	4997	18.341384863124	DS60
WASP0001186	1038	16544	20515	8275	19.7639691714836	DS60
WASP0001187	302	6022	6713	2637	22.2284768211921	DS60
WASP0001189	664	9138	13380	6106	20.1506024096386	DS60
WASP0001190	1113	17999	22553	9131	20.2632524707996	DS60
WASP0001191	234	3824	4192	1595	17.9145299145299	DS60
WASP0001192	1509	26470	33839	14116	22.4247846255799	DS60
WASP0001193	309	6059	5890	1787	19.0614886731392	DS60
WASP0001196	755	13209	15053	5668	19.9377483443709	DS60
WASP0001198	873	13900	17206	7154	19.709049255441	DS60
WASP0001199	745	13115	15948	5845	21.406711409396	DS60
WASP0001200	161	2440	2940	1245	18.2608695652174	DS60
WASP0001201	317	5082	6758	2989	21.3186119873817	DS60
WASP0001202	801	13552	16484	6702	20.5792759051186	DS60
WASP0001203	1205	18053	23510	9691	19.5103734439834	DS60
WASP0001204	403	8021	7977	2633	19.7940446650124	DS60
WASP0001206	285	6016	5760	2257	20.2105263157895	DS60
WASP0001207	1103	17564	23400	10415	21.2148685403445	DS60
WASP0001208	1336	20667	27938	12557	20.9116766467066	DS60
WASP0001210	215	3712	3919	1545	18.2279069767442	DS60
WASP0001211	2628	44862	57546	24882	21.8972602739726	DS60
WASP0001212	816	12796	17374	7716	21.2916666666667	DS60
WASP0001213	997	16233	20001	8504	20.061183550652	DS60
WASP0001214	153	2977	2931	1089	19.156862745098	DS60
WASP0001215	890	16296	19627	8019	22.052808988764	DS60
WASP0001218	446	11153	10521	3705	23.5896860986547	DS60
WASP0001219	2013	31916	44960	20106	22.3348236462991	DS60
WASP0001220	2270	42805	50448	20543	22.2237885462555	DS60
WASP0001222	407	6649	8215	3524	20.1842751842752	DS60
WASP0001224	827	16204	17387	6834	21.0241837968561	DS60
WASP0001226	70	1165	932	310	13.3142857142857	DS60
WASP0001227	605	11266	12096	4891	19.9933884297521	DS60
WASP0001228	262	4403	5458	2222	20.8320610687023	DS60
WASP0001229	1672	30494	38011	16241	22.7338516746412	DS60
WASP0001232	1270	19026	25556	11463	20.1228346456693	DS60
WASP0001233	1313	22498	29397	12789	22.3891850723534	DS60
WASP0001234	522	12086	11504	3389	22.0383141762452	DS60
WASP0001235	1397	21758	28191	11948	20.1796707229778	DS60
WASP0001236	1272	20812	27266	11454	21.435534591195	DS60
WASP0001237	911	16648	18678	7025	20.5027442371021	DS60
WASP0001238	2812	47683	52388	18601	18.6301564722617	DS60
WASP0001239	2833	52528	60776	23642	21.4528768090364	DS60
WASP0001240	732	14085	15732	5829	21.4918032786885	DS60
WASP0001241	529	8636	10812	4376	20.4385633270321	DS60
WASP0001242	1843	39258	38107	13271	20.6766142159523	DS60
WASP0001243	636	9626	13417	6005	21.0959119496855	DS60
WASP0001245	458	8059	8699	2851	18.9934497816594	DS60
WASP0001246	723	12596	14394	6010	19.9087136929461	DS60
WASP0001247	834	13013	17324	7346	20.7721822541966	DS60
WASP0001248	1778	30188	35510	13803	19.9718785151856	DS60
WASP0001249	1050	17232	22315	9533	21.252380952381	DS60
WASP0001250	537	8657	9704	3477	18.0707635009311	DS60
WASP0001251	795	13480	15738	6418	19.7962264150943	DS60
WASP0001252	496	9595	10385	3829	20.9375	DS60
WASP0001253	1064	16786	22337	9577	20.9934210526316	DS60
WASP0001255	852	16256	18686	7152	21.9319248826291	DS60
WASP0001256	191	3210	3460	1374	18.1151832460733	DS60
WASP0001257	1454	23644	29549	11927	20.3225584594223	DS60
WASP0001260	1776	29496	36705	15491	20.6672297297297	DS60
WASP0001261	1661	31208	36583	15226	22.0246839253462	DS60
WASP0001263	194	3399	3285	1141	16.9329896907217	DS60
WASP0001265	584	12184	12642	4706	21.6472602739726	DS60
WASP0001266	869	13259	17798	7790	20.4810126582278	DS60
WASP0001267	1521	26275	31159	12549	20.4858645627876	DS60
WASP0001269	449	7298	8227	3508	18.3229398663697	DS60
WASP0001271	284	4089	4830	2009	17.0070422535211	DS60
WASP0001273	437	7435	8722	3712	19.9588100686499	DS60
WASP0001274	202	3355	4027	1609	19.9356435643564	DS60
WASP0001275	2504	45557	55045	22885	21.9828274760383	DS60
WASP0001276	458	8334	9934	4290	21.6899563318777	DS60
WASP0001277	531	8262	10776	4625	20.2937853107345	DS60
WASP0001278	301	4803	5315	2133	17.6578073089701	DS60
WASP0001279	3330	55636	67633	26323	20.3102102102102	DS60
WASP0001280	782	13787	16046	5958	20.5191815856778	DS60
WASP0001281	1434	31761	33658	11361	23.4714086471409	DS60
WASP0001282	1392	24463	28126	10080	20.2054597701149	DS60
WASP0001284	750	18948	15986	4633	21.3146666666667	DS60
WASP0001285	4355	76009	87604	30844	20.1157290470723	DS60
WASP0001286	1344	22101	26786	10819	19.9300595238095	DS60
WASP0001288	1398	25571	28719	10374	20.5429184549356	DS60
WASP0001290	475	9588	9448	3231	19.8905263157895	DS60
WASP0001291	1329	20732	29058	12879	21.8645598194131	DS60
WASP0001292	215	2989	3040	1166	14.1395348837209	DS60
WASP0001294	2988	56098	60510	21451	20.2510040160643	DS60
WASP0001295	433	8794	8813	3121	20.3533487297922	DS60
WASP0001299	684	12739	13269	4313	19.3991228070175	DS60
WASP0001300	2731	48643	53118	19666	19.450018308312	DS60
WASP0001301	950	13898	19571	8794	20.601052631579	DS60
WASP0001302	530	10578	10504	3793	19.8188679245283	DS60
WASP0001304	678	10292	13058	5235	19.259587020649	DS60
WASP0001305	445	7162	9342	4040	20.9932584269663	DS60
WASP0001307	576	14483	13157	3355	22.8420138888889	DS60
WASP0001310	482	8055	10251	4236	21.2676348547718	DS60
WASP0001311	804	14083	16454	6651	20.4651741293532	DS60
WASP0001312	1318	23122	26612	10088	20.1911987860395	DS60
WASP0001313	3243	55442	59138	21385	18.2355843354918	DS60
WASP0001315	883	14909	17217	6943	19.4983012457531	DS60
WASP0001318	641	10699	13412	5304	20.9235569422777	DS60
WASP0001319	3916	79626	80681	24824	20.60291113381	DS60
WASP0001320	154	2451	2708	1084	17.5844155844156	DS60
WASP0001321	1254	21239	25759	9770	20.5414673046252	DS60
WASP0001322	566	8941	10951	4693	19.3480565371025	DS60
WASP0001323	670	11010	13827	5856	20.6373134328358	DS60
WASP0001324	473	8886	9888	3952	20.9048625792812	DS60
WASP0001325	2398	40227	49625	20165	20.6943286071726	DS60
WASP0001326	635	12897	14128	5448	22.2488188976378	DS60
WASP0001327	1666	30817	35734	14884	21.4489795918367	DS60
WASP0001328	3374	56895	69575	29336	20.6209247184351	DS60
WASP0001329	532	7623	9910	4195	18.6278195488722	DS60
WASP0001331	634	9971	11650	4195	18.3753943217666	DS60
WASP0001332	37	790	253	64	6.83783783783784	DS60
WASP0001333	1310	27554	26164	7049	19.9725190839695	DS60
WASP0001334	639	11977	12973	4987	20.302034428795	DS60
WASP0001335	1329	21966	25421	9625	19.1279157261099	DS60
WASP0001336	1927	31997	40713	17092	21.1276595744681	DS60
WASP0001337	808	15535	16300	5439	20.1732673267327	DS60
WASP0001338	666	11067	12849	4714	19.2927927927928	DS60
WASP0001339	2044	35068	38648	13787	18.908023483366	DS60
WASP0001340	1271	21076	25721	11385	20.2368214004721	DS60
WASP0001341	1028	18966	20719	7856	20.1546692607004	DS60
WASP0001342	3272	62564	64863	22348	19.8236552567237	DS60
WASP0001343	735	11718	14435	6010	19.6394557823129	DS60
WASP0001344	559	9948	11083	4278	19.8264758497317	DS60
WASP0001346	1192	24493	23879	9661	20.0327181208054	DS60
WASP0001347	267	4585	4852	1955	18.1722846441948	DS60
WASP0001348	620	12080	12844	4690	20.7161290322581	DS60
WASP0001349	2439	39381	53034	23149	21.7441574415744	DS60
WASP0001350	420	7161	8445	3290	20.1071428571429	DS60
WASP0001351	591	9305	11577	4943	19.5888324873096	DS60
WASP0001353	1822	32855	40388	17899	22.1668496158068	DS60
WASP0001354	1209	26091	26764	8678	22.1373035566584	DS60
WASP0001357	270	5521	5124	1820	18.9777777777778	DS60
WASP0001358	1531	23289	31225	13544	20.3951665578054	DS60
WASP0001360	652	8632	11193	4835	17.1671779141104	DS60
WASP0001361	1136	21448	22808	7859	20.0774647887324	DS60
WASP0001363	1043	14956	19947	9086	19.1246404602109	DS60
WASP0001364	4058	62272	86589	38730	21.337851158206	DS60
WASP0001365	1398	23153	28175	11614	20.153791130186	DS60
WASP0001366	1725	27863	41053	18732	23.7988405797102	DS60
WASP0001367	1354	24890	28755	11559	21.2370753323486	DS60
WASP0001368	984	17884	21837	8917	22.1920731707317	DS60
WASP0001369	5492	82554	97504	36539	17.7538237436271	DS60
WASP0001370	1278	22721	25443	8835	19.9084507042254	DS60
WASP0001371	803	14778	16152	5564	20.1145703611457	DS60
WASP0001373	761	12074	15231	6153	20.0144546649146	DS60
WASP0001374	640	13409	11660	3779	18.21875	DS60
WASP0001375	195	3728	3928	1320	20.1435897435897	DS60
WASP0001377	919	16282	16856	6059	18.341675734494	DS60
WASP0001378	940	22044	20275	6302	21.5691489361702	DS60
WASP0001383	984	19070	20256	6857	20.5853658536585	DS60
WASP0001384	479	6399	8109	3242	16.9290187891441	DS60
WASP0002001	285	4080	5216	2379	18.3017543859649	DS60
WASP0002002	463	5998	7695	3550	16.6198704103672	DS60
WASP0002004	14	105	15	7	1.07142857142857	DS60
WASP0002005	776	13415	14859	5642	19.1481958762887	DS60
WASP0002006	2436	40448	47862	19223	19.6477832512315	DS60
WASP0002007	1528	23081	30877	13157	20.2074607329843	DS60
WASP0002008	5041	88251	99061	36181	19.6510612973616	DS60
WASP0002009	280	5019	5255	1872	18.7678571428571	DS60
WASP0002010	848	19714	19542	6716	23.0448113207547	DS60
WASP0002011	1085	17728	19862	8388	18.3059907834101	DS60
WASP0002012	1403	19464	28006	13200	19.9615110477548	DS60
WASP0002013	1999	33556	39207	15725	19.6133066533267	DS60
WASP0002014	2429	43126	47694	19038	19.6352408398518	DS60
WASP0002015	1232	21364	22681	8305	18.4099025974026	DS60
WASP0002016	2734	51638	54783	19444	20.0376737381127	DS60
WASP0002017	557	8946	11596	5019	20.818671454219	DS60
WASP0002018	309	5594	5352	2137	17.3203883495146	DS60
WASP0002020	428	6495	8010	3678	18.714953271028	DS60
WASP0002021	1639	25485	30719	13232	18.7425259304454	DS60
WASP0002025	1181	17197	22000	9746	18.6282811176969	DS60
WASP0002026	2809	41920	54335	23173	19.3431826272695	DS60
WASP0002029	490	7748	9934	4568	20.2734693877551	DS60
WASP0002030	257	3893	4681	2022	18.2140077821012	DS60
WASP0002031	515	8193	9005	3650	17.4854368932039	DS60
WASP0002033	1534	21106	28300	12947	18.4485006518905	DS60
WASP0002035	170	2629	2811	1008	16.5352941176471	DS60
WASP0002036	364	5535	6241	2626	17.1456043956044	DS60
WASP0002037	434	6481	8024	3497	18.4884792626728	DS60
WASP0002039	1132	18549	24610	10958	21.7402826855124	DS60
WASP0002040	385	5344	6848	3135	17.787012987013	DS60
WASP0002041	1106	20255	22504	8958	20.3471971066908	DS60
WASP0002042	224	3745	4011	1590	17.90625	DS60
WASP0002043	1170	17851	23607	10408	20.1769230769231	DS60
WASP0002044	2371	40695	42132	15013	17.7697174188106	DS60
WASP0002045	1107	16672	21207	9376	19.1571815718157	DS60
WASP0002046	123	2029	1869	692	15.1951219512195	DS60
WASP0002047	287	4403	5330	2066	18.5714285714286	DS60
WASP0002048	268	3851	3984	1764	14.865671641791	DS60
WASP0002050	1853	34173	33605	12490	18.1354560172693	DS60
WASP0002052	971	15094	19428	8780	20.0082389289392	DS60
WASP0002053	18	348	138	52	7.66666666666667	DS60
WASP0002055	942	13207	17366	8069	18.4352441613588	DS60
WASP0002056	1390	24842	26724	10448	19.2258992805755	DS60
WASP0002057	3538	76925	77976	22521	22.0395703787451	DS60
WASP0002058	2156	37241	41604	15988	19.2968460111317	DS60
WASP0002059	139	2503	2241	714	16.1223021582734	DS60
WASP0002060	1386	19706	26807	12813	19.3412698412698	DS60
WASP0002061	1246	19013	21770	8624	17.4719101123596	DS60
WASP0002063	199	2987	3483	1377	17.5025125628141	DS60
WASP0002066	5824	104771	114541	41743	19.6670673076923	DS60
WASP0002067	150	2067	2540	1074	16.9333333333333	DS60
WASP0002068	1436	24263	29209	12701	20.3405292479109	DS60
WASP0002069	640	11231	12699	4955	19.8421875	DS60
WASP0002072	772	19065	15875	4444	20.5634715025907	DS60
WASP0002073	537	8917	10151	4121	18.903165735568	DS60
WASP0002075	237	3667	4028	1707	16.9957805907173	DS60
WASP0002078	285	4727	5086	2028	17.8456140350877	DS60
WASP0002079	821	12468	16200	7076	19.7320341047503	DS60
WASP0002080	2187	31642	41215	18437	18.8454503886603	DS60
WASP0002082	2142	39789	39997	13981	18.6727357609711	DS60
WASP0002083	3341	57678	64826	26730	19.4031727027836	DS60
WASP0002085	1770	30723	33959	12348	19.1858757062147	DS60
WASP0002086	65	1011	780	295	12	DS60
WASP0002088	908	15042	18329	7963	20.1861233480176	DS60
WASP0002089	1092	19219	20610	8263	18.8736263736264	DS60
WASP0002090	584	10025	10397	3824	17.8030821917808	DS60
WASP0002091	1172	18606	22259	9472	18.9923208191126	DS60
WASP0002093	116	1646	1786	745	15.3965517241379	DS60
WASP0002095	1395	32745	28700	9274	20.573476702509	DS60
WASP0002096	1736	28675	33979	14296	19.5731566820277	DS60
WASP0002097	1184	14994	18736	8369	15.8243243243243	DS60
WASP0002100	920	13645	17051	7724	18.5336956521739	DS60
WASP0002102	904	14245	16431	6929	18.1758849557522	DS60
WASP0002103	1356	20036	27559	12828	20.3237463126844	DS60
WASP0002104	1600	23744	30737	13308	19.210625	DS60
WASP0002107	441	7013	8842	3793	20.0498866213152	DS60
WASP0002108	479	7240	8659	3896	18.0772442588727	DS60
WASP0002110	860	12544	15390	6593	17.8953488372093	DS60
WASP0002111	841	13151	17074	7548	20.3020214030916	DS60
WASP0002112	1154	17300	22832	10623	19.7850953206239	DS60
WASP0002113	836	16738	17418	6645	20.8349282296651	DS60
WASP0002114	1229	18626	23866	10694	19.4190398698129	DS60
WASP0002115	23	343	33	12	1.43478260869565	DS60
WASP0002116	795	11417	14279	5781	17.9610062893082	DS60
WASP0002117	534	7998	10657	4748	19.9569288389513	DS60
WASP0002118	146	2235	2190	766	15	DS60
WASP0002119	1065	16816	19686	8570	18.4845070422535	DS60
WASP0002121	1511	24411	29222	13182	19.3395102581072	DS60
WASP0002122	885	11986	15788	6867	17.8395480225989	DS60
WASP0002123	152	2827	3022	965	19.8815789473684	DS60
WASP0002124	836	15318	15694	5667	18.7727272727273	DS60
WASP0002125	2287	40435	47201	17650	20.6388281591605	DS60
WASP0002127	360	5450	6281	2818	17.4472222222222	DS60
WASP0002128	555	9009	11299	5215	20.3585585585586	DS60
WASP0002129	1981	28996	39906	18293	20.1443715295305	DS60
WASP0002131	1127	17606	21129	8715	18.7480035492458	DS60
WASP0002133	1577	25306	29056	12830	18.424857324033	DS60
WASP0002134	508	7505	9005	4150	17.7263779527559	DS60
WASP0002137	1348	19384	25045	11570	18.5793768545994	DS60
WASP0002138	1050	16029	19534	8214	18.6038095238095	DS60
WASP0002139	2232	29214	40757	18964	18.2603046594982	DS60
WASP0002140	646	9415	11551	5040	17.8808049535604	DS60
WASP0002141	2208	32824	43232	19458	19.5797101449275	DS60
WASP0002143	1220	37328	28320	6741	23.2131147540984	DS60
WASP0002144	771	14118	14013	5519	18.1750972762646	DS60
WASP0002145	505	7892	9077	4134	17.9742574257426	DS60
WASP0002146	1722	28573	34599	14650	20.0923344947735	DS60
WASP0002149	2655	43521	48325	19560	18.2015065913371	DS60
WASP0002150	566	10744	11888	4626	21.0035335689046	DS60
WASP0002151	1209	25031	24038	7589	19.8825475599669	DS60
WASP0002152	1465	21418	27974	12951	19.0948805460751	DS60
WASP0002156	456	6370	7724	3461	16.9385964912281	DS60
WASP0002159	151	2360	2910	1230	19.2715231788079	DS60
WASP0002160	925	14944	17935	7705	19.3891891891892	DS60
WASP0002161	491	7566	9116	3965	18.5661914460285	DS60
WASP0002163	760	12954	15045	5898	19.7960526315789	DS60
WASP0002165	1410	21565	25844	10964	18.3290780141844	DS60
WASP0002166	4664	79613	91404	32254	19.5977701543739	DS60
WASP0002167	985	17790	19953	8034	20.2568527918782	DS60
WASP0002168	4381	79664	91170	36243	20.81031727916	DS60
WASP0002169	1101	15339	19198	8346	17.4368755676658	DS60
WASP0002170	1281	19219	25848	11545	20.1779859484778	DS60
WASP0002173	3147	55894	59708	22769	18.9729901493486	DS60
WASP0002174	986	14991	19796	9203	20.0770791075051	DS60
WASP0002175	479	11145	12049	3468	25.1544885177453	DS60
WASP0002177	319	6029	5136	2083	16.1003134796238	DS60
WASP0002178	754	12508	13695	5770	18.1631299734748	DS60
WASP0002179	862	14886	16045	5298	18.6136890951276	DS60
WASP0002180	1420	21420	25522	11266	17.9732394366197	DS60
WASP0002181	1493	26091	28543	11000	19.1178834561286	DS60
WASP0002182	2237	36735	44606	19370	19.9400983459991	DS60
WASP0002183	1989	29868	39509	17896	19.8637506284565	DS60
WASP0002184	2377	60673	53645	14382	22.5683634833824	DS60
WASP0002185	701	14982	13422	4888	19.1469329529244	DS60
WASP0002187	3901	70077	75509	27706	19.3563188925916	DS60
WASP0002188	2312	35868	45082	19569	19.4991349480969	DS60
WASP0002189	629	10166	11571	4469	18.39586645469	DS60
WASP0002190	1669	21803	30187	14221	18.0868783702816	DS60
WASP0002191	1133	19732	23221	9020	20.495145631068	DS60
WASP0002192	833	12056	14584	6534	17.5078031212485	DS60
WASP0002193	1081	15642	18447	7762	17.0647548566142	DS60
WASP0002194	2150	35811	41969	17035	19.5204651162791	DS60
WASP0002195	1726	18527	23686	10409	13.7230590961761	DS60
WASP0002196	1593	28435	31423	12216	19.7256748273697	DS60
WASP0002197	518	8631	8326	3052	16.0733590733591	DS60
WASP0002198	1124	15459	20837	9578	18.538256227758	DS60
WASP0002199	631	11158	12330	5023	19.540412044374	DS60
WASP0002200	2266	34301	43474	19885	19.1853486319506	DS60
WASP0002202	310	4939	5521	2224	17.8096774193548	DS60
WASP0002203	1029	14640	19810	9175	19.2517006802721	DS60
WASP0002204	1612	22831	29676	13783	18.409429280397	DS60
WASP0002205	177	2684	2783	1138	15.7231638418079	DS60
WASP0002207	709	12141	13816	5985	19.4866008462623	DS60
WASP0002208	1121	16921	22380	10263	19.964317573595	DS60
WASP0002209	485	7483	8963	4095	18.480412371134	DS60
WASP0002210	718	10991	14224	6473	19.8105849582173	DS60
WASP0002211	525	8113	9686	4111	18.4495238095238	DS60
WASP0002212	561	8133	9786	4158	17.4438502673797	DS60
WASP0002213	146	2537	2616	970	17.9178082191781	DS60
WASP0002214	1385	18873	25473	11939	18.3920577617329	DS60
WASP0002215	627	10952	11811	4618	18.8373205741627	DS60
WASP0002216	1380	21562	29153	12869	21.1253623188406	DS60
WASP0002217	2248	40143	42608	15550	18.9537366548043	DS60
WASP0002218	201	2865	3030	1358	15.0746268656716	DS60
