cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001001	445	8993	10693	4539	24.0292134831461	DS80
WASP0001002	1197	23241	28445	11146	23.7635756056809	DS80
WASP0001003	1817	46639	48563	17043	26.727022564667	DS80
WASP0001004	24	375	108	39	4.5	DS80
WASP0001005	608	12829	13687	4913	22.5115131578947	DS80
WASP0001007	1980	40394	50538	20792	25.5242424242424	DS80
WASP0001008	1059	26183	25502	8082	24.081208687441	DS80
WASP0001009	34	533	656	250	19.2941176470588	DS80
WASP0001010	1535	32559	38284	13637	24.9407166123779	DS80
WASP0001011	785	17359	21423	8740	27.2904458598726	DS80
WASP0001014	609	11923	16116	7063	26.4630541871921	DS80
WASP0001015	1022	22019	27297	10848	26.7093933463797	DS80
WASP0001016	729	15609	18193	7075	24.9561042524006	DS80
WASP0001017	927	21526	23509	8706	25.3603020496224	DS80
WASP0001018	263	6422	6347	2589	24.1330798479087	DS80
WASP0001019	725	14678	17305	6499	23.8689655172414	DS80
WASP0001020	2422	42346	50079	20519	20.6767134599505	DS80
WASP0001021	434	9258	9956	3827	22.9400921658986	DS80
WASP0001022	1184	27160	29024	10782	24.5135135135135	DS80
WASP0001024	2680	56839	69973	27575	26.109328358209	DS80
WASP0001028	2322	46803	60795	25527	26.1821705426357	DS80
WASP0001030	713	15232	19466	8137	27.3015427769986	DS80
WASP0001031	2512	52810	62117	22586	24.7281050955414	DS80
WASP0001032	1975	43051	48373	18181	24.4926582278481	DS80
WASP0001033	2360	43063	56128	23783	23.7830508474576	DS80
WASP0001034	430	10927	10945	3000	25.453488372093	DS80
WASP0001035	925	19837	23559	9461	25.4691891891892	DS80
WASP0001036	528	12288	13100	4255	24.8106060606061	DS80
WASP0001037	2192	41496	56979	25116	25.9940693430657	DS80
WASP0001038	1146	24601	30063	12608	26.2329842931937	DS80
WASP0001039	2307	47826	63210	26518	27.3992197659298	DS80
WASP0001040	936	17734	22857	9519	24.4198717948718	DS80
WASP0001041	976	22926	26146	10913	26.7889344262295	DS80
WASP0001042	2218	46851	54863	21246	24.7353471596032	DS80
WASP0001043	382	11115	10097	2221	26.4319371727749	DS80
WASP0001044	691	14691	17652	6857	25.5455861070912	DS80
WASP0001045	3654	80414	93275	34752	25.5268199233717	DS80
WASP0001047	233	5096	5769	1723	24.7596566523605	DS80
WASP0001048	3555	62759	91255	41107	25.6694796061885	DS80
WASP0001049	2588	63176	61836	21055	23.8933539412674	DS80
WASP0001050	456	9711	11362	4311	24.9166666666667	DS80
WASP0001054	4367	82900	114682	48432	26.2610487749027	DS80
WASP0001055	869	16554	23055	10221	26.5304948216341	DS80
WASP0001056	645	12765	16436	6735	25.4821705426357	DS80
WASP0001058	411	8282	10663	4554	25.9440389294404	DS80
WASP0001059	477	12704	12549	3449	26.3081761006289	DS80
WASP0001060	397	8815	9927	3975	25.0050377833753	DS80
WASP0001061	555	12287	14877	5354	26.8054054054054	DS80
WASP0001062	2020	40830	50291	20234	24.8965346534654	DS80
WASP0001063	849	17617	22111	8723	26.0435806831567	DS80
WASP0001064	2360	49510	57938	22806	24.55	DS80
WASP0001065	1100	23872	29373	11947	26.7027272727273	DS80
WASP0001066	1511	31584	36832	13064	24.3759099933819	DS80
WASP0001067	701	15095	18622	7331	26.564907275321	DS80
WASP0001068	587	12885	14539	5320	24.7683134582624	DS80
WASP0001069	4625	89587	113724	46590	24.588972972973	DS80
WASP0001070	1564	35755	41417	14747	26.4814578005115	DS80
WASP0001071	1103	24859	27528	9686	24.9573889392566	DS80
WASP0001072	1232	25815	32069	13436	26.0300324675325	DS80
WASP0001073	386	10208	10486	3391	27.1658031088083	DS80
WASP0001074	696	16421	17383	5864	24.9755747126437	DS80
WASP0001076	608	15073	15170	5317	24.9506578947368	DS80
WASP0001077	590	12685	14412	5497	24.4271186440678	DS80
WASP0001078	1359	31241	35711	12990	26.2774098601913	DS80
WASP0001079	964	20349	26344	10983	27.3278008298755	DS80
WASP0001080	635	12686	15908	6608	25.051968503937	DS80
WASP0001081	992	19573	25413	10953	25.6179435483871	DS80
WASP0001082	910	19204	21188	6699	23.2835164835165	DS80
WASP0001084	339	8715	8032	2193	23.693215339233	DS80
WASP0001085	921	18427	22590	8698	24.5276872964169	DS80
WASP0001086	679	12035	15366	6255	22.6303387334315	DS80
WASP0001087	382	7085	9837	4182	25.7513089005236	DS80
WASP0001088	662	15501	16861	6203	25.4697885196375	DS80
WASP0001090	1580	31887	41416	15719	26.2126582278481	DS80
WASP0001091	1808	37970	49443	20672	27.3467920353982	DS80
WASP0001092	1628	33518	39012	13853	23.963144963145	DS80
WASP0001093	381	8091	8184	2656	21.4803149606299	DS80
WASP0001094	1171	24737	28878	10925	24.6609735269001	DS80
WASP0001095	731	15764	20507	8558	28.0533515731874	DS80
WASP0001096	407	9035	10061	3483	24.7199017199017	DS80
WASP0001097	2017	36764	47001	19800	23.3024293505206	DS80
WASP0001098	3219	71153	82202	32910	25.5365020192606	DS80
WASP0001099	275	5647	6750	2767	24.5454545454546	DS80
WASP0001100	432	8301	9447	3356	21.8680555555556	DS80
WASP0001101	229	4058	4942	2053	21.5807860262009	DS80
WASP0001102	312	7487	7571	2449	24.2660256410256	DS80
WASP0001103	242	4651	5080	1759	20.9917355371901	DS80
WASP0001105	1721	35668	45999	19499	26.7280650784428	DS80
WASP0001106	1274	27425	33260	13156	26.1067503924647	DS80
WASP0001107	1911	46338	50113	18042	26.2234432234432	DS80
WASP0001108	3490	67323	83217	33609	23.8444126074499	DS80
WASP0001109	776	20682	21233	6620	27.3621134020619	DS80
WASP0001112	2755	52093	72335	30944	26.2558983666062	DS80
WASP0001113	740	16150	18421	7383	24.8932432432432	DS80
WASP0001114	1211	27242	31211	11589	25.7729149463254	DS80
WASP0001116	1037	25033	27013	10801	26.0491803278689	DS80
WASP0001117	928	17362	22919	9853	24.6971982758621	DS80
WASP0001118	1239	28866	32034	10962	25.8547215496368	DS80
WASP0001119	684	18923	18255	4553	26.6885964912281	DS80
WASP0001120	2220	47517	58849	23202	26.5085585585586	DS80
WASP0001121	304	6198	5802	1844	19.0855263157895	DS80
WASP0001122	4488	87503	109180	45149	24.3270944741533	DS80
WASP0001123	513	12117	12603	4091	24.5672514619883	DS80
WASP0001124	466	8229	10793	4253	23.1609442060086	DS80
WASP0001125	800	15303	20052	8560	25.065	DS80
WASP0001126	2065	53578	57116	21235	27.6590799031477	DS80
WASP0001127	509	9948	12615	5678	24.7838899803536	DS80
WASP0001128	56	864	498	197	8.89285714285714	DS80
WASP0001130	1439	45521	44071	13509	30.6261292564281	DS80
