cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001001	371	4595	5339	2297	14.3908355795148	DS40
WASP0001002	1017	11472	14409	5806	14.1681415929204	DS40
WASP0001003	1518	23074	24594	8863	16.201581027668	DS40
WASP0001004	19	177	55	21	2.89473684210526	DS40
WASP0001005	505	6390	7013	2683	13.8871287128713	DS40
WASP0001007	1668	20159	25699	10834	15.4070743405276	DS40
WASP0001008	923	12989	13106	4395	14.1993499458288	DS40
WASP0001009	25	250	321	125	12.84	DS40
WASP0001010	1356	16248	19599	7281	14.4535398230089	DS40
WASP0001011	675	8637	10704	4431	15.8577777777778	DS40
WASP0001014	536	6094	8305	3707	15.4944029850746	DS40
WASP0001015	885	10909	13772	5635	15.561581920904	DS40
WASP0001016	608	7877	9180	3625	15.0986842105263	DS40
WASP0001017	793	10862	12205	4676	15.390920554855	DS40
WASP0001018	236	3150	3311	1409	14.0296610169492	DS40
WASP0001019	636	7456	9093	3582	14.2971698113208	DS40
WASP0001020	1998	20975	25200	10636	12.6126126126126	DS40
WASP0001021	352	4609	5133	2028	14.5823863636364	DS40
WASP0001022	959	13647	14686	5570	15.3138686131387	DS40
WASP0001024	2302	28480	35639	14350	15.481754995656	DS40
WASP0001028	1972	23477	30827	13168	15.6323529411765	DS40
WASP0001030	606	7594	9886	4235	16.3135313531353	DS40
WASP0001031	2098	26490	31997	12006	15.2511916110582	DS40
WASP0001032	1675	21291	24802	9707	14.8071641791045	DS40
WASP0001033	2004	21564	28689	12480	14.3158682634731	DS40
WASP0001034	362	5513	5684	1679	15.7016574585635	DS40
WASP0001035	797	9979	11975	4919	15.0250941028858	DS40
WASP0001036	436	6226	6823	2407	15.6490825688073	DS40
WASP0001037	1834	20811	28821	12853	15.7148309705562	DS40
WASP0001038	975	12256	15351	6561	15.7446153846154	DS40
WASP0001039	1938	23922	32205	13737	16.6176470588235	DS40
WASP0001040	772	9018	11641	4950	15.0790155440415	DS40
WASP0001041	817	11342	13200	5614	16.156670746634	DS40
WASP0001042	1840	23116	27793	11063	15.1048913043478	DS40
WASP0001043	325	5565	5237	1282	16.1138461538462	DS40
WASP0001044	581	7278	8917	3542	15.3476764199656	DS40
WASP0001045	3147	40055	47812	18545	15.192882109946	DS40
WASP0001047	195	2510	3024	992	15.5076923076923	DS40
WASP0001048	2961	31543	45994	20924	15.5332657885849	DS40
WASP0001049	2115	31478	31435	11027	14.8628841607565	DS40
WASP0001050	383	4766	5733	2217	14.9686684073107	DS40
WASP0001054	3720	41014	57590	24719	15.4811827956989	DS40
WASP0001055	742	8291	11637	5197	15.6832884097035	DS40
WASP0001056	545	6538	8491	3540	15.5798165137615	DS40
WASP0001058	347	4084	5381	2352	15.507204610951	DS40
WASP0001059	425	6417	6523	1982	15.3482352941176	DS40
WASP0001060	339	4510	5114	2090	15.0855457227139	DS40
WASP0001061	479	6166	7653	2898	15.9770354906054	DS40
WASP0001062	1718	20372	25681	10637	14.9481955762515	DS40
WASP0001063	724	8713	11239	4546	15.5234806629834	DS40
WASP0001064	1982	24457	29310	11836	14.7880928355197	DS40
WASP0001065	917	11974	15023	6267	16.3827699018539	DS40
WASP0001066	1238	15783	18768	6837	15.1599353796446	DS40
WASP0001067	616	7535	9502	3856	15.4253246753247	DS40
WASP0001068	496	6334	7436	2823	14.991935483871	DS40
WASP0001069	3909	44736	57874	24323	14.805321053978	DS40
WASP0001070	1345	18307	21735	8201	16.1598513011152	DS40
WASP0001071	950	12352	13909	5156	14.6410526315789	DS40
WASP0001072	1041	12806	16285	6971	15.6436119116234	DS40
WASP0001073	323	4990	5274	1793	16.328173374613	DS40
WASP0001074	590	8187	8906	3208	15.0949152542373	DS40
WASP0001076	526	7588	7855	2863	14.9334600760456	DS40
WASP0001077	505	6250	7418	2970	14.6891089108911	DS40
WASP0001078	1146	15528	18223	6896	15.9013961605585	DS40
WASP0001079	817	10208	13297	5651	16.2753977968176	DS40
WASP0001080	533	6380	8116	3406	15.2270168855535	DS40
WASP0001081	833	9701	12936	5690	15.5294117647059	DS40
WASP0001082	769	9715	10929	3639	14.2119635890767	DS40
WASP0001084	304	4316	4160	1268	13.6842105263158	DS40
WASP0001085	753	9191	11526	4536	15.3067729083665	DS40
WASP0001086	587	5990	7984	3387	13.6013628620102	DS40
WASP0001087	345	3636	5106	2226	14.8	DS40
WASP0001088	562	7676	8617	3331	15.3327402135231	DS40
WASP0001090	1373	15764	21192	8385	15.4348142753095	DS40
WASP0001091	1563	18761	24942	10642	15.957773512476	DS40
WASP0001092	1383	16842	20104	7519	14.5365148228489	DS40
WASP0001093	334	4074	4244	1471	12.7065868263473	DS40
WASP0001094	964	12160	14670	5780	15.2178423236515	DS40
WASP0001095	634	7923	10427	4457	16.4463722397476	DS40
WASP0001096	331	4513	5154	1868	15.570996978852	DS40
WASP0001097	1665	18252	23882	10288	14.3435435435435	DS40
WASP0001098	2709	35658	41626	17068	15.3658176448874	DS40
WASP0001099	223	2761	3307	1378	14.8295964125561	DS40
WASP0001100	365	4006	4738	1801	12.9808219178082	DS40
WASP0001101	198	2081	2533	1057	12.7929292929293	DS40
WASP0001102	271	3592	3770	1267	13.9114391143911	DS40
WASP0001103	199	2318	2634	966	13.2361809045226	DS40
WASP0001105	1474	17778	23555	10229	15.9803256445048	DS40
WASP0001106	1060	13718	16818	6798	15.8660377358491	DS40
WASP0001107	1567	23269	25480	9416	16.260370134014	DS40
WASP0001108	2927	33829	42697	17756	14.5872907413734	DS40
WASP0001109	658	10421	11133	3785	16.919452887538	DS40
WASP0001112	2335	26021	36648	15898	15.6950749464668	DS40
WASP0001113	619	8111	9286	3838	15.0016155088853	DS40
WASP0001114	1046	13531	15753	6080	15.0602294455067	DS40
WASP0001116	863	12421	13700	5624	15.8748551564311	DS40
WASP0001117	795	8677	11640	5154	14.6415094339623	DS40
WASP0001118	1067	14526	16355	5817	15.3280224929709	DS40
WASP0001119	577	9481	9480	2610	16.4298093587522	DS40
WASP0001120	1879	23687	29816	11988	15.8680149015434	DS40
WASP0001121	248	3171	3053	1027	12.3104838709677	DS40
WASP0001122	3706	43764	55087	23165	14.864274150027	DS40
WASP0001123	417	6117	6472	2202	15.5203836930456	DS40
WASP0001124	386	4156	5521	2233	14.3031088082902	DS40
WASP0001125	671	7705	10203	4402	15.2056631892697	DS40
WASP0001126	1733	27001	29017	11005	16.7437968840162	DS40
WASP0001127	421	5111	6423	2917	15.2565320665083	DS40
WASP0001128	46	437	265	107	5.76086956521739	DS40
WASP0001130	1216	22592	22733	7457	18.6949013157895	DS40
WASP0001131	303	3552	4088	1746	13.4917491749175	DS40
WASP0001133	2192	40789	36320	11291	16.5693430656934	DS40
WASP0001134	388	5158	5975	2264	15.3994845360825	DS40
WASP0001136	829	10133	12523	5456	15.1061519903498	DS40
WASP0001138	669	9069	9675	3428	14.4618834080718	DS40
WASP0001139	347	4116	5398	2062	15.5561959654179	DS40
WASP0001141	2411	34971	38155	14665	15.8253836582331	DS40
WASP0001142	2267	28153	33761	14367	14.8923687692986	DS40
WASP0001143	1183	15090	19356	7980	16.3617920540997	DS40
WASP0001144	1346	17087	20701	8469	15.3796433878158	DS40
WASP0001145	590	7557	9338	4011	15.8271186440678	DS40
WASP0001146	427	6085	6395	2418	14.9765807962529	DS40
WASP0001147	291	4289	4058	1419	13.9450171821306	DS40
WASP0001148	1007	15003	15462	5316	15.3545183714002	DS40
WASP0001149	2413	26929	35692	15295	14.7915457936179	DS40
WASP0001151	480	6933	7005	2504	14.59375	DS40
WASP0001152	171	4318	3109	711	18.1812865497076	DS40
WASP0001153	2190	24638	32511	13447	14.8452054794521	DS40
WASP0001155	1591	19441	25557	11437	16.0634820867379	DS40
WASP0001157	1920	21895	30435	13408	15.8515625	DS40
WASP0001158	493	5123	6575	2897	13.3367139959432	DS40
WASP0001159	701	8158	12215	5708	17.4251069900143	DS40
WASP0001161	489	5512	7606	3485	15.5541922290389	DS40
WASP0001165	418	5443	6306	2707	15.0861244019139	DS40
WASP0001166	422	5510	6113	2452	14.4857819905213	DS40
WASP0001169	370	4456	5360	2254	14.4864864864865	DS40
WASP0001170	794	9386	12634	5615	15.911838790932	DS40
WASP0001171	1300	18276	21542	9015	16.5707692307692	DS40
WASP0001172	684	8604	9299	3381	13.5950292397661	DS40
WASP0001174	660	7566	10343	4605	15.6712121212121	DS40
WASP0001178	293	3639	4453	1859	15.19795221843	DS40
WASP0001179	675	7455	10357	4681	15.3437037037037	DS40
WASP0001181	959	9345	13928	6487	14.5234619395203	DS40
WASP0001182	343	4902	5390	1928	15.7142857142857	DS40
WASP0001183	718	9823	11679	4707	16.2660167130919	DS40
WASP0001184	343	3811	5120	2222	14.9271137026239	DS40
WASP0001185	545	6446	7631	3355	14.0018348623853	DS40
WASP0001186	926	11079	13742	5581	14.8401727861771	DS40
WASP0001187	271	4046	4489	1766	16.5645756457565	DS40
WASP0001189	595	6127	8970	4111	15.0756302521008	DS40
WASP0001190	993	12132	15234	6223	15.3413897280967	DS40
WASP0001191	210	2607	2912	1143	13.8666666666667	DS40
WASP0001192	1357	17622	22591	9445	16.6477523949889	DS40
WASP0001193	276	4095	4061	1290	14.713768115942	DS40
WASP0001196	670	8876	10096	3851	15.0686567164179	DS40
WASP0001198	799	9310	11671	4913	14.6070087609512	DS40
WASP0001199	661	8743	10655	3956	16.1195158850227	DS40
WASP0001200	143	1620	1976	842	13.8181818181818	DS40
WASP0001201	280	3360	4460	1971	15.9285714285714	DS40
WASP0001202	726	9186	11085	4514	15.2685950413223	DS40
WASP0001203	1085	11976	15796	6587	14.5585253456221	DS40
WASP0001204	350	5379	5277	1773	15.0771428571429	DS40
WASP0001206	252	4020	3824	1506	15.1746031746032	DS40
WASP0001207	980	11668	15574	6959	15.8918367346939	DS40
WASP0001208	1211	13831	18838	8518	15.5557390586292	DS40
WASP0001210	191	2459	2564	1005	13.4240837696335	DS40
WASP0001211	2340	30464	38626	16753	16.5068376068376	DS40
WASP0001212	751	8543	11606	5187	15.4540612516644	DS40
WASP0001213	874	10891	13491	5754	15.4359267734554	DS40
WASP0001214	137	1984	1950	746	14.2335766423358	DS40
WASP0001215	804	10891	13136	5416	16.3383084577114	DS40
WASP0001218	402	7286	7028	2525	17.4825870646766	DS40
WASP0001219	1840	21216	30014	13489	16.3119565217391	DS40
WASP0001220	2034	28347	33628	13730	16.5329400196657	DS40
WASP0001222	380	4551	5660	2462	14.8947368421053	DS40
WASP0001224	721	10874	11637	4597	16.1400832177531	DS40
WASP0001226	58	789	600	191	10.3448275862069	DS40
WASP0001227	529	7464	8195	3359	15.4914933837429	DS40
WASP0001228	231	2917	3632	1498	15.7229437229437	DS40
WASP0001229	1533	20307	25549	10997	16.6660143509459	DS40
WASP0001232	1144	12853	17112	7698	14.958041958042	DS40
WASP0001233	1184	15080	19689	8594	16.629222972973	DS40
WASP0001234	465	8059	7789	2339	16.7505376344086	DS40
WASP0001235	1249	14554	18947	8084	15.1697357886309	DS40
WASP0001236	1155	13914	18370	7808	15.9047619047619	DS40
WASP0001237	828	11057	12715	4873	15.3562801932367	DS40
WASP0001238	2475	31944	35321	12630	14.2711111111111	DS40
WASP0001239	2531	35034	40790	16023	16.1161596207033	DS40
WASP0001240	656	9440	10562	3913	16.1006097560976	DS40
WASP0001241	466	5819	7259	2960	15.5772532188841	DS40
WASP0001242	1621	26274	25486	8939	15.7223935842073	DS40
WASP0001243	582	6379	8996	4042	15.4570446735395	DS40
WASP0001245	407	5261	5793	1931	14.2334152334152	DS40
WASP0001246	646	8237	9506	4019	14.7151702786378	DS40
WASP0001247	750	8732	11483	4874	15.3106666666667	DS40
WASP0001248	1590	20209	23982	9414	15.0830188679245	DS40
