cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001062	1988	35874	44502	18146	22.3853118712274	DS70
WASP0001063	831	15438	19546	7823	23.5210589651023	DS70
WASP0001064	2314	43362	51121	20411	22.0920484010372	DS70
WASP0001065	1066	20948	25946	10686	24.3395872420263	DS70
WASP0001066	1484	27569	32548	11807	21.9326145552561	DS70
WASP0001067	694	13183	16375	6551	23.5951008645533	DS70
WASP0001068	590	11320	13045	4914	22.1101694915254	DS70
WASP0001069	4543	78334	100511	41747	22.1243671582655	DS70
WASP0001070	1530	31352	36965	13551	24.1601307189543	DS70
WASP0001071	1090	21847	24472	8876	22.451376146789	DS70
WASP0001072	1213	22515	28306	12030	23.3355317394889	DS70
WASP0001073	380	8899	9215	3035	24.25	DS70
WASP0001074	679	14241	15297	5335	22.5287187039764	DS70
WASP0001076	597	13180	13396	4773	22.4388609715243	DS70
WASP0001077	579	11125	12692	4891	21.9205526770294	DS70
WASP0001078	1342	27291	31581	11710	23.5327868852459	DS70
WASP0001079	937	17778	23129	9682	24.684098185699	DS70
WASP0001080	615	11065	13984	5845	22.7382113821138	DS70
WASP0001081	962	17089	22357	9701	23.2401247401247	DS70
WASP0001082	908	16840	18899	6209	20.8138766519824	DS70
WASP0001084	332	7626	7127	2028	21.4668674698795	DS70
WASP0001085	896	16111	19980	7789	22.2991071428571	DS70
WASP0001086	674	10567	13673	5662	20.286350148368	DS70
WASP0001087	374	6181	8691	3734	23.2379679144385	DS70
WASP0001088	658	13594	14943	5628	22.709726443769	DS70
WASP0001090	1546	27874	36623	14153	23.6888745148771	DS70
WASP0001091	1763	33085	43396	18269	24.6148610323313	DS70
WASP0001092	1605	29384	34561	12601	21.5333333333333	DS70
WASP0001093	383	7135	7272	2419	18.9869451697128	DS70
WASP0001094	1136	21682	25623	9878	22.5554577464789	DS70
WASP0001095	721	13811	17946	7506	24.8904299583911	DS70
WASP0001096	402	7921	8992	3206	22.3681592039801	DS70
WASP0001097	1956	32030	41363	17588	21.1467280163599	DS70
WASP0001098	3133	62269	72332	29274	23.0871369294606	DS70
WASP0001099	268	4963	5944	2458	22.1791044776119	DS70
WASP0001100	427	7184	8331	3040	19.5105386416862	DS70
WASP0001101	225	3621	4366	1812	19.4044444444444	DS70
WASP0001102	310	6513	6655	2187	21.4677419354839	DS70
WASP0001103	237	4072	4513	1620	19.042194092827	DS70
WASP0001105	1681	31225	40445	17302	24.0600832837597	DS70
WASP0001106	1256	24055	29311	11744	23.3367834394904	DS70
WASP0001107	1857	40634	44267	16197	23.8379106085084	DS70
WASP0001108	3404	58969	73256	29934	21.5205640423032	DS70
WASP0001109	770	18113	19015	6233	24.6948051948052	DS70
WASP0001112	2686	45449	63565	27365	23.6653015636634	DS70
WASP0001113	726	14073	16201	6569	22.3154269972452	DS70
WASP0001114	1171	23858	27529	10388	23.5089666951324	DS70
WASP0001116	1018	21941	23886	9671	23.4636542239686	DS70
WASP0001117	906	15217	20284	8831	22.3885209713024	DS70
WASP0001118	1231	25249	28389	9976	23.0617384240455	DS70
WASP0001119	692	16547	16330	4366	23.5982658959538	DS70
WASP0001120	2184	41617	51842	20667	23.7371794871795	DS70
WASP0001121	293	5379	5148	1676	17.5699658703072	DS70
WASP0001122	4372	76409	96033	40042	21.965462031107	DS70
WASP0001123	509	10642	11139	3696	21.8840864440079	DS70
WASP0001124	452	7191	9560	3821	21.1504424778761	DS70
WASP0001125	788	13446	17727	7631	22.496192893401	DS70
WASP0001126	2028	46762	50318	19013	24.8116370808679	DS70
WASP0001127	506	8758	11128	5037	21.9920948616601	DS70
WASP0001128	53	763	449	178	8.47169811320755	DS70
WASP0001130	1415	39628	39255	12481	27.7420494699647	DS70
WASP0001131	359	6273	7044	2929	19.6211699164345	DS70
WASP0001133	2634	71386	63477	19757	24.0990888382688	DS70
WASP0001134	446	8957	10301	3835	23.0964125560538	DS70
WASP0001136	960	17739	21791	9436	22.6989583333333	DS70
WASP0001138	813	15763	16788	5876	20.6494464944649	DS70
WASP0001139	396	7395	9469	3524	23.9116161616162	DS70
WASP0001141	2829	61237	65865	24923	23.2820784729586	DS70
WASP0001142	2644	49256	58218	24499	22.0189107413011	DS70
WASP0001143	1368	26370	33279	13488	24.3267543859649	DS70
WASP0001144	1593	30053	36400	14777	22.8499686126805	DS70
WASP0001145	691	13162	16220	6957	23.4732272069465	DS70
WASP0001146	492	10526	11141	4160	22.6443089430894	DS70
WASP0001147	334	7327	6868	2307	20.562874251497	DS70
WASP0001148	1159	26145	26687	8920	23.0258843830889	DS70
WASP0001149	2751	47016	61986	26236	22.5321701199564	DS70
WASP0001151	562	12040	12281	4363	21.8523131672598	DS70
WASP0001152	212	7466	5255	1130	24.7877358490566	DS70
WASP0001153	2591	42944	56366	23064	21.754534928599	DS70
WASP0001155	1832	33831	44755	19909	24.4295851528384	DS70
WASP0001157	2202	38126	52389	22801	23.791553133515	DS70
WASP0001158	572	8782	11383	4958	19.9003496503497	DS70
WASP0001159	793	14021	21213	9867	26.750315258512	DS70
WASP0001161	561	9816	13354	6050	23.8039215686275	DS70
WASP0001165	491	9654	11195	4783	22.8004073319756	DS70
WASP0001166	469	9649	10598	4143	22.5970149253731	DS70
WASP0001169	421	7826	9250	3793	21.9714964370546	DS70
WASP0001170	905	16407	21891	9556	24.1889502762431	DS70
WASP0001171	1463	31762	37585	15624	25.6903622693096	DS70
WASP0001172	784	15209	16131	5702	20.5752551020408	DS70
WASP0001174	768	13141	17965	7904	23.3919270833333	DS70
WASP0001178	333	6443	7700	3182	23.1231231231231	DS70
WASP0001179	765	12970	17688	7922	23.121568627451	DS70
WASP0001181	1101	16486	24256	11210	22.030881017257	DS70
WASP0001182	409	8638	9356	3332	22.8753056234719	DS70
WASP0001183	825	17394	20350	8013	24.6666666666667	DS70
WASP0001184	382	6692	8945	3784	23.4162303664922	DS70
WASP0001185	635	11114	13277	5802	20.9086614173228	DS70
WASP0001186	1083	19228	23839	9594	22.0120036934441	DS70
WASP0001187	316	7009	7843	3030	24.8196202531646	DS70
WASP0001189	688	10570	15400	7006	22.3837209302326	DS70
WASP0001190	1154	21034	26352	10652	22.8353552859619	DS70
WASP0001191	239	4445	4839	1807	20.2468619246862	DS70
WASP0001192	1558	30855	39395	16340	25.285622593068	DS70
WASP0001193	324	7119	6873	2068	21.212962962963	DS70
WASP0001196	786	15568	17577	6591	22.3625954198473	DS70
WASP0001198	906	16239	20011	8267	22.0871964679912	DS70
WASP0001199	764	15298	18493	6716	24.205497382199	DS70
WASP0001200	168	2878	3450	1451	20.5357142857143	DS70
WASP0001201	336	5948	7856	3466	23.3809523809524	DS70
WASP0001202	838	15807	19150	7755	22.8520286396181	DS70
WASP0001203	1265	21210	27418	11297	21.6743083003953	DS70
WASP0001204	426	9334	9337	3056	21.9178403755869	DS70
WASP0001206	302	7093	6698	2605	22.1788079470199	DS70
WASP0001207	1150	20403	27153	12062	23.6113043478261	DS70
WASP0001208	1395	24086	32483	14541	23.2853046594982	DS70
WASP0001210	227	4382	4622	1818	20.3612334801762	DS70
WASP0001211	2744	52285	67078	29006	24.4453352769679	DS70
WASP0001212	852	14996	20223	8940	23.7359154929578	DS70
WASP0001213	1023	18867	23369	9905	22.8435972629521	DS70
WASP0001214	163	3480	3449	1272	21.159509202454	DS70
WASP0001215	912	18938	22873	9320	25.0800438596491	DS70
WASP0001218	464	13055	12118	4209	26.1163793103448	DS70
WASP0001219	2094	36953	52052	23221	24.8576886341929	DS70
WASP0001220	2366	49712	58848	23944	24.87235841082	DS70
WASP0001222	426	7769	9574	4098	22.4741784037559	DS70
WASP0001224	874	18946	20286	7927	23.2105263157895	DS70
WASP0001226	73	1341	1068	350	14.6301369863014	DS70
WASP0001227	628	13135	14022	5604	22.328025477707	DS70
WASP0001228	270	5124	6351	2563	23.5222222222222	DS70
WASP0001229	1770	35566	44207	18836	24.9757062146893	DS70
WASP0001232	1325	22118	29783	13329	22.4777358490566	DS70
WASP0001233	1367	26112	34156	14822	24.9861009509876	DS70
WASP0001234	554	14135	13449	3943	24.2761732851986	DS70
WASP0001235	1451	25362	32725	13822	22.5534114403859	DS70
WASP0001236	1327	24295	31816	13291	23.9758854559156	DS70
WASP0001237	962	19468	21790	8169	22.6507276507277	DS70
WASP0001238	2933	55619	60979	21607	20.7906580293215	DS70
WASP0001239	2928	61236	70840	27593	24.1939890710383	DS70
WASP0001240	761	16440	18351	6787	24.1143232588699	DS70
WASP0001241	555	10086	12547	5064	22.6072072072072	DS70
WASP0001242	1947	46202	44665	15466	22.9404211607601	DS70
WASP0001243	674	11230	15653	6999	23.2240356083086	DS70
WASP0001245	481	9432	10048	3275	20.8898128898129	DS70
WASP0001246	765	14732	16920	7069	22.1176470588235	DS70
WASP0001247	865	15207	20215	8521	23.3699421965318	DS70
WASP0001248	1849	35286	41495	16133	22.4418604651163	DS70
WASP0001249	1104	20143	26056	11125	23.6014492753623	DS70
WASP0001250	559	10145	11304	4015	20.221824686941	DS70
WASP0001251	830	15749	18338	7441	22.0939759036145	DS70
WASP0001252	514	11209	12113	4463	23.5661478599222	DS70
WASP0001253	1108	19582	26064	11144	23.5234657039711	DS70
WASP0001255	888	18955	21665	8229	24.3975225225225	DS70
WASP0001256	190	3688	3980	1559	20.9473684210526	DS70
WASP0001257	1505	27577	34334	13775	22.8132890365449	DS70
WASP0001260	1861	34247	42565	17907	22.8721117678667	DS70
WASP0001261	1734	36314	42412	17555	24.4590542099193	DS70
WASP0001263	199	3933	3800	1321	19.0954773869347	DS70
WASP0001265	611	14283	14822	5464	24.2585924713584	DS70
WASP0001266	887	15447	20648	8973	23.2784667418264	DS70
WASP0001267	1582	30767	36534	14678	23.0935524652339	DS70
WASP0001269	470	8491	9483	4024	20.1765957446809	DS70
WASP0001271	298	4757	5692	2362	19.1006711409396	DS70
WASP0001273	461	8682	10118	4283	21.9479392624729	DS70
WASP0001274	211	3944	4666	1864	22.1137440758294	DS70
WASP0001275	2603	53175	64173	26641	24.6534767575874	DS70
WASP0001276	487	9705	11496	4925	23.605749486653	DS70
WASP0001277	548	9612	12471	5338	22.757299270073	DS70
WASP0001278	312	5611	6192	2474	19.8461538461538	DS70
WASP0001279	3444	65012	78743	30506	22.8638211382114	DS70
WASP0001280	828	16042	18633	6907	22.5036231884058	DS70
WASP0001281	1486	36996	39186	13174	26.3701211305518	DS70
WASP0001282	1455	28573	32920	11678	22.6254295532646	DS70
WASP0001284	779	22000	18613	5377	23.8934531450578	DS70
WASP0001285	4574	88484	101800	35668	22.2562308701356	DS70
WASP0001286	1391	25700	31054	12498	22.3249460819554	DS70
WASP0001288	1449	29994	33473	11979	23.1007591442374	DS70
WASP0001290	498	11133	10917	3681	21.921686746988	DS70
WASP0001291	1374	24221	33811	14955	24.6077147016012	DS70
WASP0001292	222	3510	3545	1350	15.9684684684685	DS70
WASP0001294	3093	65800	70711	24912	22.861623019722	DS70
WASP0001295	454	10255	10298	3632	22.6828193832599	DS70
WASP0001299	707	14840	15475	5025	21.8882602545969	DS70
WASP0001300	2865	56673	61663	22641	21.5228621291449	DS70
WASP0001301	982	16192	22771	10200	23.1883910386965	DS70
WASP0001302	551	12458	12322	4411	22.3629764065336	DS70
WASP0001304	707	11986	15072	6000	21.3182461103253	DS70
WASP0001305	458	8346	10912	4715	23.825327510917	DS70
WASP0001307	605	16861	15334	3852	25.3454545454545	DS70
WASP0001310	498	9382	11908	4895	23.9116465863454	DS70
WASP0001311	827	16590	19184	7732	23.1970979443773	DS70
WASP0001312	1391	27013	30989	11693	22.2782171099928	DS70
WASP0001313	3363	64563	68686	24715	20.4240261671127	DS70
WASP0001315	923	17370	20057	8048	21.7302275189599	DS70
WASP0001318	659	12526	15630	6168	23.7177541729894	DS70
WASP0001319	4048	92883	93697	28484	23.1464920948617	DS70
WASP0001320	162	2861	3189	1282	19.6851851851852	DS70
WASP0001321	1299	24757	29863	11272	22.9892224788299	DS70
WASP0001322	587	10329	12694	5396	21.6252129471891	DS70
WASP0001323	700	12769	15918	6692	22.74	DS70
WASP0001324	495	10474	11552	4599	23.3373737373737	DS70
WASP0001325	2488	47103	57837	23419	23.246382636656	DS70
WASP0001326	668	14984	16371	6301	24.5074850299401	DS70
WASP0001327	1735	36013	41672	17305	24.0184438040346	DS70
WASP0001328	3510	66366	80927	33962	23.0561253561254	DS70
WASP0001329	544	8886	11434	4813	21.0183823529412	DS70
WASP0001331	652	11601	13479	4826	20.6733128834356	DS70
WASP0001332	41	924	296	78	7.21951219512195	DS70
WASP0001333	1392	32086	30482	8138	21.8979885057471	DS70
WASP0001334	674	13962	15031	5763	22.3011869436202	DS70
WASP0001335	1378	25600	29485	11063	21.3969521044993	DS70
WASP0001336	2011	37497	47287	19729	23.5141720537046	DS70
WASP0001337	835	18191	19036	6281	22.7976047904192	DS70
WASP0001338	704	12940	14914	5464	21.1846590909091	DS70
WASP0001339	2135	40930	45016	15983	21.0847775175644	DS70
WASP0001340	1332	24593	29835	13161	22.3986486486487	DS70
WASP0001341	1090	22189	24145	9083	22.151376146789	DS70
WASP0001342	3418	72829	75195	25693	21.9997074312463	DS70
WASP0001343	777	13661	16854	7006	21.6911196911197	DS70
WASP0001344	584	11734	12878	4952	22.0513698630137	DS70
WASP0001346	1248	28599	27730	11194	22.2195512820513	DS70
WASP0001347	273	5311	5567	2221	20.3919413919414	DS70
WASP0001348	640	14114	14920	5418	23.3125	DS70
WASP0001349	2544	46020	61891	26969	24.3282232704403	DS70
WASP0001350	425	8387	9800	3778	23.0588235294118	DS70
WASP0001351	618	10919	13588	5792	21.9870550161812	DS70
WASP0001353	1894	38114	46978	20755	24.8035902851109	DS70
WASP0001354	1277	30355	31166	10096	24.4056382145654	DS70
WASP0001357	287	6481	6002	2132	20.9128919860627	DS70
WASP0001358	1575	27076	36211	15643	22.9911111111111	DS70
WASP0001360	694	9948	13030	5617	18.7752161383285	DS70
WASP0001361	1193	25008	26508	9085	22.219614417435	DS70
WASP0001363	1083	17519	23205	10528	21.4265927977839	DS70
WASP0001364	4246	72700	101028	45096	23.7936881771079	DS70
WASP0001365	1468	27057	32830	13513	22.3637602179837	DS70
WASP0001366	1805	32617	47992	21857	26.5883656509695	DS70
WASP0001367	1403	29044	33475	13388	23.8595866001426	DS70
WASP0001368	1041	20825	25330	10274	24.3323727185399	DS70
WASP0001369	5744	96335	113213	42090	19.7097841225627	DS70
WASP0001370	1329	26601	29567	10190	22.247554552295	DS70
WASP0001371	847	17302	18856	6475	22.2621015348288	DS70
WASP0001373	785	14141	17636	7117	22.4662420382166	DS70
WASP0001374	667	15656	13606	4430	20.3988005997001	DS70
WASP0001375	200	4387	4575	1529	22.875	DS70
WASP0001377	964	18908	19555	7008	20.2852697095436	DS70
WASP0001378	990	25813	23608	7301	23.8464646464647	DS70
WASP0001383	1016	22266	23652	7979	23.2795275590551	DS70
WASP0001384	495	7527	9500	3780	19.1919191919192	DS70
WASP0002001	296	4693	6004	2741	20.2837837837838	DS70
WASP0002002	497	7067	8967	4131	18.0422535211268	DS70
WASP0002004	14	120	16	7	1.14285714285714	DS70
WASP0002005	819	15676	17387	6643	21.2295482295482	DS70
WASP0002006	2591	47201	56159	22760	21.6746429949826	DS70
WASP0002007	1619	26991	36340	15612	22.4459542927733	DS70
WASP0002008	5316	102747	116251	43049	21.8681339352897	DS70
WASP0002009	296	5906	6245	2245	21.097972972973	DS70
WASP0002010	902	23056	22941	7989	25.4334811529934	DS70
WASP0002011	1140	20749	23343	9900	20.4763157894737	DS70
WASP0002012	1492	22712	32696	15401	21.9142091152815	DS70
WASP0002013	2111	39098	45783	18436	21.6878256750355	DS70
WASP0002014	2563	50323	55799	22360	21.7709715177526	DS70
WASP0002015	1311	24970	26753	9898	20.4065598779558	DS70
WASP0002016	2882	60204	64460	23266	22.3664122137405	DS70
WASP0002017	578	10391	13469	5827	23.30276816609	DS70
WASP0002018	329	6657	6359	2545	19.3282674772036	DS70
WASP0002020	457	7581	9394	4317	20.5557986870897	DS70
WASP0002021	1720	29528	35690	15416	20.75	DS70
WASP0002025	1251	20062	25702	11411	20.5451638689049	DS70
WASP0002026	2974	49087	63835	27409	21.4643577673167	DS70
WASP0002029	519	9067	11622	5356	22.393063583815	DS70
WASP0002030	278	4520	5434	2362	19.5467625899281	DS70
WASP0002031	549	9643	10623	4331	19.3497267759563	DS70
WASP0002033	1596	24600	32974	15102	20.6604010025063	DS70
WASP0002035	185	3072	3302	1195	17.8486486486486	DS70
WASP0002036	389	6513	7330	3102	18.8431876606684	DS70
WASP0002037	454	7568	9280	4053	20.4405286343612	DS70
WASP0002039	1180	21622	28792	12860	24.4	DS70
WASP0002040	406	6263	8124	3723	20.0098522167488	DS70
WASP0002041	1177	23716	26480	10598	22.4978759558199	DS70
WASP0002042	240	4416	4717	1878	19.6541666666667	DS70
WASP0002043	1249	20990	27761	12310	22.226581265012	DS70
WASP0002044	2515	47565	49489	17852	19.6775347912525	DS70
WASP0002045	1163	19467	24758	10980	21.2880481513328	DS70
WASP0002046	127	2386	2194	812	17.2755905511811	DS70
WASP0002047	302	5136	6254	2434	20.7086092715232	DS70
WASP0002048	292	4534	4699	2097	16.0924657534247	DS70
WASP0002050	1969	39970	39484	14805	20.0528186896902	DS70
WASP0002052	1035	17599	22670	10236	21.9033816425121	DS70
WASP0002053	20	413	181	70	9.05	DS70
WASP0002055	986	15321	20144	9347	20.4300202839757	DS70
WASP0002056	1494	29017	31292	12355	20.9451137884873	DS70
WASP0002057	3778	89660	92495	27889	24.4825304393859	DS70
WASP0002058	2313	43548	48970	19020	21.1716385646347	DS70
WASP0002059	148	2942	2612	841	17.6486486486487	DS70
WASP0002060	1457	23109	31287	14952	21.4735758407687	DS70
WASP0002061	1332	22309	25588	10204	19.2102102102102	DS70
WASP0002063	208	3468	4049	1606	19.4663461538462	DS70
WASP0002066	6197	121955	134756	49904	21.7453606583831	DS70
WASP0002067	159	2430	2954	1246	18.5786163522013	DS70
WASP0002068	1508	28256	34244	14941	22.7082228116711	DS70
WASP0002069	676	13155	15017	5939	22.2144970414201	DS70
WASP0002072	828	22108	18640	5345	22.512077294686	DS70
WASP0002073	571	10427	11861	4820	20.7723292469352	DS70
WASP0002075	251	4306	4750	2018	18.9243027888446	DS70
WASP0002078	305	5485	5980	2409	19.6065573770492	DS70
WASP0002079	863	14595	18935	8305	21.9409038238702	DS70
WASP0002080	2303	36855	48085	21563	20.8792878853669	DS70
WASP0002082	2293	46308	46672	16481	20.3541212385521	DS70
WASP0002083	3510	67196	75651	31259	21.5529914529915	DS70
WASP0002085	1878	35847	40020	14791	21.3099041533546	DS70
WASP0002086	68	1180	920	351	13.5294117647059	DS70
WASP0002088	945	17475	21483	9350	22.7333333333333	DS70
WASP0002089	1144	22533	24077	9704	21.0463286713287	DS70
WASP0002090	632	11785	12235	4563	19.3591772151899	DS70
WASP0002091	1223	21678	25881	11014	21.1618969746525	DS70
WASP0002093	126	1890	2106	888	16.7142857142857	DS70
WASP0002095	1496	38123	33929	11157	22.6798128342246	DS70
WASP0002096	1822	33445	39603	16738	21.7360043907794	DS70
WASP0002097	1238	17381	21787	9731	17.5985460420032	DS70
WASP0002100	974	15824	19925	9046	20.4568788501027	DS70
WASP0002102	961	16608	19029	8025	19.8012486992716	DS70
WASP0002103	1403	23224	32112	14958	22.888096935139	DS70
WASP0002104	1678	27715	35836	15575	21.3563766388558	DS70
WASP0002107	467	8139	10284	4428	22.0214132762313	DS70
WASP0002108	511	8330	10020	4515	19.6086105675147	DS70
WASP0002110	914	14715	18050	7764	19.7483588621444	DS70
WASP0002111	882	15402	20009	8885	22.6859410430839	DS70
WASP0002112	1216	20149	26670	12383	21.9325657894737	DS70
WASP0002113	893	19565	20469	7884	22.9216125419933	DS70
WASP0002114	1287	21747	27765	12459	21.5734265734266	DS70
WASP0002115	23	403	35	13	1.52173913043478	DS70
WASP0002116	838	13443	16758	6840	19.9976133651551	DS70
WASP0002117	556	9317	12414	5533	22.3273381294964	DS70
WASP0002118	155	2605	2584	920	16.6709677419355	DS70
WASP0002119	1133	19590	23048	10047	20.342453662842	DS70
WASP0002121	1593	28585	34085	15383	21.3967357187696	DS70
WASP0002122	919	13926	18403	8019	20.025027203482	DS70
WASP0002123	156	3300	3568	1186	22.8717948717949	DS70
WASP0002124	881	17860	18358	6657	20.8376844494892	DS70
WASP0002125	2417	47032	55230	20848	22.8506412908564	DS70
WASP0002127	385	6396	7312	3273	18.9922077922078	DS70
WASP0002128	584	10451	13077	6043	22.3921232876712	DS70
WASP0002129	2100	33851	46620	21378	22.2	DS70
WASP0002131	1178	20667	24741	10289	21.0025466893039	DS70
WASP0002133	1673	29581	34171	15126	20.4249850567842	DS70
WASP0002134	524	8685	10448	4807	19.9389312977099	DS70
WASP0002137	1422	22666	29276	13548	20.5879043600563	DS70
WASP0002138	1121	18741	22897	9722	20.4255129348796	DS70
WASP0002139	2346	34133	47877	22321	20.4079283887468	DS70
WASP0002140	678	10993	13532	5902	19.9587020648968	DS70
WASP0002141	2311	38227	50600	22819	21.8952834270878	DS70
WASP0002143	1334	43461	33320	8222	24.9775112443778	DS70
WASP0002144	818	16465	16490	6536	20.158924205379	DS70
WASP0002145	537	9152	10575	4806	19.6927374301676	DS70
WASP0002146	1792	33291	40574	17251	22.6417410714286	DS70
WASP0002149	2800	50783	56580	23051	20.2071428571429	DS70
WASP0002150	616	12535	13885	5422	22.5405844155844	DS70
WASP0002151	1289	29416	28365	9123	22.0054305663305	DS70
WASP0002152	1549	25056	32603	15080	21.0477727566172	DS70
WASP0002156	471	7417	8968	4004	19.0403397027601	DS70
WASP0002159	160	2820	3424	1431	21.4	DS70
WASP0002160	981	17562	21088	9085	21.4964322120285	DS70
WASP0002161	514	8854	10708	4672	20.8326848249027	DS70
WASP0002163	812	15021	17695	7009	21.7918719211823	DS70
WASP0002165	1485	24982	30265	12939	20.3804713804714	DS70
WASP0002166	4971	92837	108197	39014	21.7656407161537	DS70
WASP0002167	1045	20826	23529	9540	22.5157894736842	DS70
WASP0002168	4635	93025	106665	42760	23.0129449838188	DS70
WASP0002169	1169	17966	22546	9804	19.2865697177074	DS70
WASP0002170	1354	22462	30354	13579	22.4180206794682	DS70
WASP0002173	3335	65164	69771	26808	20.9208395802099	DS70
WASP0002174	1023	17456	22944	10666	22.4281524926686	DS70
WASP0002175	502	12992	14235	4210	28.3565737051793	DS70
WASP0002177	353	7033	6050	2465	17.1388101983003	DS70
WASP0002178	797	14531	15923	6727	19.9786700125471	DS70
WASP0002179	922	17489	19040	6421	20.6507592190889	DS70
WASP0002180	1501	24768	29710	13146	19.7934710193205	DS70
WASP0002181	1578	30248	33525	13061	21.245247148289	DS70
WASP0002182	2351	43188	52252	22707	22.2254359846874	DS70
WASP0002183	2079	34681	46098	20914	22.1731601731602	DS70
WASP0002184	2518	70807	63377	17614	25.169579030977	DS70
WASP0002185	744	17436	15845	5848	21.2970430107527	DS70
WASP0002187	4155	81560	88531	32852	21.3070998796631	DS70
WASP0002188	2440	42033	53058	23152	21.7450819672131	DS70
WASP0002189	658	11858	13558	5284	20.6048632218845	DS70
WASP0002190	1757	25402	35070	16519	19.9601593625498	DS70
WASP0002191	1191	22875	27252	10735	22.8816120906801	DS70
WASP0002192	875	14099	17043	7646	19.4777142857143	DS70
WASP0002193	1123	18254	21459	9029	19.1086375779163	DS70
WASP0002194	2280	41732	49104	20067	21.5368421052632	DS70
WASP0002195	1817	21717	27701	12204	15.2454595487067	DS70
WASP0002196	1679	33130	36942	14460	22.0023823704586	DS70
WASP0002197	546	9992	9829	3694	18.0018315018315	DS70
WASP0002198	1190	17939	24330	11204	20.4453781512605	DS70
WASP0002199	664	12950	14412	5907	21.7048192771084	DS70
WASP0002200	2356	39897	50468	23053	21.421052631579	DS70
WASP0002202	326	5758	6414	2596	19.6748466257669	DS70
WASP0002203	1071	17149	23144	10731	21.609710550887	DS70
WASP0002204	1702	26760	34634	16082	20.3490011750881	DS70
WASP0002205	183	3114	3230	1315	17.6502732240437	DS70
WASP0002207	774	14193	16275	7072	21.0271317829457	DS70
WASP0002208	1187	19617	26079	11969	21.9705139005897	DS70
WASP0002209	507	8837	10507	4767	20.723865877712	DS70
WASP0002210	763	12927	16700	7604	21.8872870249017	DS70
WASP0002211	559	9389	11331	4845	20.2701252236136	DS70
WASP0002212	584	9534	11485	4886	19.666095890411	DS70
WASP0002213	152	3004	3098	1180	20.3815789473684	DS70
WASP0002214	1457	21880	29735	13948	20.4083733699382	DS70
WASP0002215	658	12763	13762	5415	20.9148936170213	DS70
WASP0002216	1455	25376	34314	15194	23.5835051546392	DS70
WASP0002217	2372	46746	49851	18396	21.0164418212479	DS70
